"Story","Title","Result","Date","Stability","Duration (s)"
"Cart Test scenerios","Check To verify that Save for later button will remove item from Cart to Saved for Later","ERROR","2024-05-30T08:33:46.2595684+05:30[Asia/Calcutta]","0.0","2.23"
